text,label
Great depression 2.0 coming🔯,Fake
Thudarbaranam viddittham aayi,original
Ban china,Fake
തിരുവാതിര   എന്നാ കാലരൂപത്തെ    ഇങ്ങനെ തരം തയ്താൻ പാടില്ലായിരുന്നു,original
Oru nanakkedum Ella.. Eniyum nadakkattea.. Kumbha melam.. Ki jai... Jai mahadeva 🕉,Fake
Aaahaa...😇😇😇,original
"True, true, true.",Fake
എല്ലാ ജില്ലകളിലും ഓരോ തിരുവാതിര കളി സഘടിപ്പിക് അപ്പോൾ കൊറോണയ്ക് സൗകര്യം ആയിരിക്കും 🤭🤭🤭,original
നിങ്ങൾ പറഞ്ഞതിനോട് 100% യോജിക്കുന്നു ഇവിടെ ദുബായ് അതിനൊരു ബെസ്റ്റ് ഉദാഹരണമാണ്. ഇവിടെ 90% ആളുകളും എഫക്റ്റഡ് ആണ് പക്ഷെ കൂടുതലും പേര് 1 മാസത്തിനുള്ളിൽ വേറെ ഒരു ബുദ്ധിമുട്ടും ഇല്ലാതെ റിക്കവർ ആകുന്നു.  ഈ ഞാൻ ഉൾപ്പെടെ.,Fake
അതേ ലോകം മുഴുവൻ അവമാരുടെ കാൽക്കൽ ചെല്ലാൻ വേണ്ടി ആണ്,Fake
ഇത് ട്രോൾ ആണോ 😂,original
"ഇരട്ട ചങ്കൻ.... ഇങ്ങനെ ഒക്കെ വേണോ പാവങ്ങളോട്..... ഒരു മുഖ്യൻ... ഇതാണോ നല്ല സന്ദേശം...  പാവം പ്രവാസി കൾ... എല്ലാരും കുതിര കേറുന്നത് ഈ പാവം കൂട്ടത്തിനോട് മാത്രം....   ഒരു പന്ന ആരോഗ്യ മന്ത്രി യും പിന്നെ elllathinum മേലെ ഒരു  ""സൂപ്പർ "" മുഖ്യനും... കേരളം ഹാപ്പി.. ഭാഗ്യത്തിന് ഞാൻ കേരളത്തിൽ അല്ല ജീവിക്കുന്നത്",original
"ചൈന ദുരൂഹതയുടെ പട്ടികയിൽ ആണ്, അവൻ ആണ് ഇതിന്റെ സൂത്രധരൻ",Fake
This is not thiruvaathira this is new Gen pinuvathira,original
Absolutely right about Makkah pilgrim....<br>വിവേകമില്ലാത്ത ഭരണാധികരികൾ ഭരിക്കുമ്പോൾ  കുംഭമേളയൊക്കെ നടക്കും.,Fake
Anthada thayoli kumba mela nanakedum thableek rajyadrohavum aakumnnath,Fake
Evarkoke corona pidichal kudumbathil elavarku pidikule,original
Ithu.janasangia.kurakkan.vendi.nirmicjathanoo.allathenthu.parayan,Fake
ഷാജൻ സക്കറിയ ഒരു സെലിബ്രറ്റിയാണ്. വാവ സുരേഷിനെ പോലെ... നല്ലൊരു മാധ്യമ പ്രവർത്തകനാണ്.,Fake
Ulupp illatha sarkar🤣🤣🤣🤣🤣🤣,original
epoyengilum saajan makkayude  nanma paranjallo  v   good    kuodutal  padike   eniyum  nanma  parayaam   😀,Fake
തബ്ലീകുകാർ മർകസിന്റെ അകത്തു തന്നെയായിരുന്നു. അവർ പുറത്ത് എവിടെയും പോയിട്ടില്ല. കോവിഡ് പടർത്തിയിട്ടുമില്ല. കോടതി പോലും ഈ വാദത്തെ തള്ളിയിരിക്കുന്നു. നീ ഇപ്പോഴും നിന്റെ വർഗീയ വിഷം തുപ്പുകയാണ്,Fake
Note thegele thabalegu,Fake
ചൈനീസ് പ്രോഡക്റ്റ് ഉപയോഗിക്കരുതെന്ന് ഷവോമി ഫോണിൽ നിന്ന് കമന്റ് ഇടുന്നവരുടെ ഒക്കെ ഒരു അവസ്ഥ,Fake
BCG vaccine.... ???,Fake
Para nari cpm party&#39; para nari Vijayan bulshit,original
"Doctors can speak only in support of vaccination, if not will face difficulties",Fake
എന്താ പറയാ ഇതിനൊക്കെ  എഡിറ്റ് പൊളിച്ചു💥💞🙏<br>എടപ്പാൾ പാലം<br>തിരുവാതിര തിരുവനന്തപുരം കേരളത്തിലെ മന്ത്രിമാരാണ് ഇതിനൊക്കെ മാതൃക,original
Party paruvadikk Corona marinilkumm,original
Alpante oro samaasha,original
ഇനി എപ്പോഴാണാവോ വീണ്ടും തിരുവാതിര ഒന്നു പങ്കെടുക്കാനാണ്. ഒരു രസല്ലേ  ഈ കോവിഡ്ന്റെ ടെൻഷൻ  മാറി കിട്ടുമല്ലോ.,original
വീണക്ക് വേറെ വല്ല പണിയും നോക്കുന്നതാ നല്ലത്,original
Cpm സമ്മേളനങ്ങൽ  കഴിയുന്ന. സാഹചര്യത്തിൽ.  ഏകദേശം കഴിയുമ്പോൾ<br>☠️☠️☠️☠️മുതിർന്ന ഒരു നേതാവ്  . ഭരണത്തിൽ ഉള്ള ആളാവാം  ഇല്ലാത്ത ആളാവാം .☠️☠️☠️☠️,original
ൻപറ്റാത്തഅവസ്ഥ,original
ഗംഗ പരിശുദ്ധമാണ് കോവിഡ് രോഗിയും ഗംഗയിൽ കുളിച്ചാൽ കോവിഡ് മുക്തമാകും. റിയോ കാർണിവലിൽ തുണിയില്ലാതെ നടക്കാം . അമേരിക്കയിലെ പൊതു വഴിയോരത്തും രതിക്രീഡകൾ ആകാം.  കുംഭമേളക്ക് എത്തുന്ന നഗ്നസന്യാസിമാർ തുണിയുടുത്ത് വരണം.!<br>ഭസ്മത്തിൽ മുങ്ങി കുളിച്ചു വരുന്ന സന്യാസിമാരെ കോവിഡ് വൈറസുകൾക്ക് ഭയമാണ്.. ഈ സന്ന്യാസിമാർ ആരുംതന്നെ കോവിഡ് രോഗം വന്ന് മരിക്കുകയുമില്ല.<br>ഈ അത്ഭുതം കണ്ട ലോകം ഞെട്ടും .,Fake
Thanks,Fake
ഇത് കഴിയുമ്പോൾ ചൈനയെ എല്ലാ രാജ്യങ്ങളും കൂടി പഞ്ഞിക്കിടും...,Fake
തിരുവാതിര കളി എല്ലാം ശെരി ആയി,original
മറുനാടൻ ഇക്കാര്യം വലിയതോതിൽ വാർത്ത ആക്കുക ലോകരാജ്യങ്ങൾ ശ്രദ്ധിക്കട്ടെ ചൈന ഉത്പന്നങ്ങൾ  ചൈനക്ക് വെളിയിൽ വരരുത്,Fake
അപ്പോൾ ഗൾഫ് നാടുകളിൽ  ചുടു കൂടുതലാണ് കൊറോണ  നശിക്കേണ്ടതല്ലെ പിന്നെ എന്താ മരണം കൂടുതൽ അല്ലെ,Fake
This is predicted by Santhosh Sir (Kaliyuga Jyothisham) now it&#39;s in the name of America,Fake
എന്ത് പറഞ്ഞിട്ട് കാര്യമില്ല  ജനങ്ങളെ രക്ഷിക്കാൻ നോക്കൂ വേഗം,Fake
"C,P,M,,,,,L,P,JAYARAJANU,ORU,NITHI,,PINNARAYIKKU,,VERORU,NITHIYO,????",original
Good   speach,Fake
കൊറോണയെകാളും വലിയ വൈറസ് ഇവിടെ ഉണ്ട്,original
മലയാളികൾ സ്വാർത്ഥ താല്പര്യങ്ങൾക്ക് മുൻ തൂക്കം കൊടുക്കുന്നു ..... അത് കൊണ്ടാണല്ലോ 500 പേരെ തിരുവാതിര കളിക്കാൻ കിട്ടിയത്..,original
Virus avar kandupidichenkil marunnum kayyil kanum. Kure ennam chathottenn vekkum. Athu avarude rajyathanelm mattulla rajyangalilanelm avarkkonnumilla. Kure ennam poy kazhiyumbol avar marunn kandupdchu ennu paranjini varuonna ariyendath. Cubayude kayyil marunnundo ennum samsayikkam,Fake
&#39;കാരണഭൂതം പിണറായി വിജയൻ &#39; അത് പൊളിച്ചു,original
"നട്ടെല്ല് ഉളള ചാനെൽ ആണെങ്കിൽ ഇന്നലെ കേരള ഗവണ്മെന്റ് കീഴിൽ ഉളള ബോർഡ്‌ 75ആയിരത്തോളം വരുന്ന ആളുകളെ വെച്ച് നടത്തിയ പരിപാടിയെ ഒന്ന് വിമർശിക്ക്‌. നിങ്ങളും അത് ലൈവ് സംപ്രേഷണം ചെയ്തതല്ലേ. 75ആയിരം എന്ന കണക്ക് പറഞ്ഞത്തും നിങ്ങളുടെ ഒരു റിപ്പോർട്ട്‌ ആണിട്ടോ. എന്തായാലും ഈ പരിപാടിയിൽ ഉള്ളതിനേക്കാൾ ആൾ കൂടിയിട്ടുണ്ട്. തിരുവാതിരക്ക് ഒരു ചെറിയ അകലം ഉണ്ടായിരുന്നു ഇവിടെ തൊട്ടുരുമ്മിയാണ് നിന്നത്. ഒരു ഗവണ്മെന്റ് നടത്തുന്ന എല്ലാ പരിപാടികളും വിമർശിക്കുന്നത് അല്ലേ മാന്യത, സെലക്റ്റീവ് ആവുന്നത് ശെരിയല്ലലോ",original
"ആ വീഡിയോ ഡിലീറ്റ് ചെയ്യൂ, കാണുമ്പോൾ സങ്കടം വരുന്നു, പാവം സ്ത്രീകൾ, കാര്യം മറിയാതെ,  ഓണം ഉണ്ണാം എന്ന് ചിന്തിച്ചോണ്ടായിരിക്കും,",original
Arogya mantri undo area aaaaa,original
കഷ്ടം,original
"വിവര മി ല്ലെങ്കിൽ മിണ്ടാതിരിക്ക് ഷാജഹാൻ. അറിയുന്ന കാര്യം പറഞ്ഞാൽ പോരെ? അല്ല ഇനി പെയ്ഡ് ന്യൂസ് ആണെങ്കിൽ ആയിക്കോട്ടെ, ഇങ്ങിനെയൊക്കെയല്ലേ തനിക്ക ജീവിക്കാനാവൂ...",Fake
Maha kallan,Fake
"അധികാരം കാഴ്ച മറക്കും, അന്ധകാരത്തിലേക്കും നയിക്കും, എനിക്കറിയാമായിരുന്നു അയാളെ വലിയ കസേരയിൽ അണികൾ ഇരുത്തിയപ്പോഴേ അത് ഒരു രാജ വാഴ്ചയിലേക്ക് പോകുമെന്ന്...",original
മനോരമയെ സമ്മതിച്ചു. 🙏 നൈസ് ആയിട്ട് ആളുകളെ .......@@. ഇതിൽ കൂടുതൽ പ്രതീക്ഷിക്കുന്നില്ല.,Fake
മാസ്ക് താഴെ കെട്ടി വരുന്നവരെ വിവരം ഇല്ലാത്തവർ എന്നല്ലാതെ എന്ത് പറയാൻ,Fake
അങ്ങനെ വരട്ടെ!,original
വീണ പൂവ് അറിയാം വീണ പുർ,original
നമ്മുടെ കുഞ്ഞനുജൻ ധീരജിന് ആദരാഞ്ജലികൾ 😥. UDF തുലയട്ടെ 😡. ചുമ്മാതെയല്ല കോൺഗ്രസിനെ മലയാളികൾ തുടർച്ചയായി തോൽപ്പിക്കുന്നത്. ജനങ്ങളക്ക് നന്ദി.,original
